customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST10879,Male,1,Yes,No,14,No,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,116.17,7951.84,No
CUST10880,Female,0,No,Yes,57,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,34.84,8093.93,Yes
CUST10881,Male,0,Yes,Yes,0,No,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),20.86,6611.97,Yes
CUST10882,Male,0,No,No,61,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No,One year,No,Credit card (automatic),118.19,7044.78,No
CUST10883,Female,1,Yes,No,58,No,No,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,33.71,3253.5,No
CUST10884,Male,0,Yes,No,36,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,95.2,4905.11,No
CUST10885,Female,1,Yes,No,5,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),97.36,7336.16,No
CUST10886,Female,0,No,No,23,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,28.44,4412.37,No
CUST10887,Female,1,No,No,46,No,No phone service,No,Yes,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),101.13,6637.88,No
CUST10888,Female,0,No,Yes,63,No,No,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,44.95,3822.26,No
CUST10889,Male,0,Yes,Yes,35,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),99.33,3129.26,Yes
CUST10890,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),51.85,7624.93,No
CUST10891,Male,0,No,No,16,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),95.05,3007.24,No
CUST10892,Female,1,No,No,10,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),104.0,4290.92,Yes
CUST10893,Male,0,No,Yes,3,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),20.44,991.04,No
CUST10894,Female,1,No,Yes,8,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,No,Electronic check,72.32,4598.86,No
CUST10895,Male,1,No,No,38,No,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.19,5459.25,No
CUST10896,Male,1,Yes,No,66,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,104.39,3528.1,Yes
CUST10897,Male,0,No,No,46,Yes,No,No,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,68.28,5827.37,No
CUST10898,Male,1,No,Yes,27,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),58.23,3983.19,No
CUST10899,Male,1,No,No,0,No,Yes,No,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,34.77,3848.09,No
CUST10900,Male,1,Yes,No,35,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),48.31,3815.39,No
CUST10901,Female,0,Yes,Yes,49,No,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),119.4,7738.95,No
CUST10902,Male,0,Yes,Yes,38,No,No phone service,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.67,6554.61,Yes
CUST10903,Female,1,No,Yes,49,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,50.65,4120.86,No
CUST10904,Female,1,No,No,22,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,81.8,5755.64,Yes
CUST10905,Male,0,Yes,No,52,No,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),119.79,7416.97,No
CUST10906,Male,0,Yes,Yes,5,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,88.92,4114.65,Yes
CUST10907,Female,1,Yes,No,9,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),53.89,7601.92,No
CUST10908,Female,0,Yes,No,15,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.05,1610.52,No
CUST10909,Male,0,No,No,21,Yes,No phone service,No,No,No,No internet service,No,No,No,One year,No,Credit card (automatic),99.93,5344.53,No
CUST10910,Male,0,No,Yes,65,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),48.55,3253.56,No
CUST10911,Female,0,No,Yes,41,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,No,Electronic check,34.37,911.46,No
CUST10912,Male,1,No,Yes,4,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,31.53,8027.86,No
CUST10913,Female,0,Yes,Yes,36,No,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,30.71,4416.85,No
CUST10914,Female,0,Yes,Yes,50,No,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),31.4,4873.74,No
CUST10915,Male,0,No,Yes,18,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.59,4667.53,No
CUST10916,Male,1,Yes,Yes,3,Yes,No phone service,No,No,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,96.36,4893.82,Yes
CUST10917,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,109.27,5281.49,Yes
CUST10918,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,88.61,7846.46,Yes
CUST10919,Female,0,Yes,Yes,54,No,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,29.57,8530.75,Yes
CUST10920,Female,1,Yes,Yes,6,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,No,Electronic check,114.71,5582.05,No
CUST10921,Male,1,No,Yes,60,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),20.57,3396.04,No
CUST10922,Male,0,Yes,No,67,No,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.23,4644.89,Yes
CUST10923,Male,0,No,Yes,25,No,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),118.24,6332.07,No
CUST10924,Male,0,Yes,No,58,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),109.43,4771.89,No
CUST10925,Female,0,No,No,38,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,91.61,2360.09,No
CUST10926,Male,1,Yes,Yes,33,Yes,No,No,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Electronic check,72.49,5470.5,No
CUST10927,Female,0,No,No,24,No,No phone service,No,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Mailed check,119.95,8001.43,Yes
CUST10928,Male,0,Yes,No,35,No,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,82.52,976.76,No
CUST10929,Male,1,Yes,Yes,65,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,103.06,656.69,No
CUST10930,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,38.16,8776.02,No
CUST10931,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,83.99,7233.84,No
CUST10932,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,No,Credit card (automatic),21.33,3724.63,No
CUST10933,Male,1,No,No,16,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,100.83,279.02,No
CUST10934,Female,1,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,61.27,8403.98,No
CUST10935,Male,1,No,No,42,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,No,Credit card (automatic),45.79,7152.07,No
CUST10936,Female,1,No,No,40,No,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),45.89,5474.79,No
CUST10937,Male,0,Yes,Yes,70,Yes,No,DSL,No,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,117.98,7134.5,No
CUST10938,Male,0,Yes,Yes,1,No,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),106.61,5663.44,No
CUST10939,Male,1,Yes,Yes,0,Yes,No,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),98.87,6070.42,No
CUST10940,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),70.53,8143.27,No
CUST10941,Male,1,No,Yes,15,No,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Mailed check,59.91,3671.7,No
CUST10942,Male,1,Yes,Yes,33,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,79.09,4762.87,No
CUST10943,Male,1,Yes,Yes,71,Yes,No,No,No,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,74.53,7034.22,No
CUST10944,Male,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),108.69,2452.55,No
CUST10945,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),117.31,5421.03,No
CUST10946,Male,0,Yes,Yes,50,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),113.1,3162.45,No
CUST10947,Male,1,No,Yes,48,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),96.8,475.86,No
CUST10948,Male,0,Yes,No,22,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.54,1408.49,No
CUST10949,Male,1,No,Yes,1,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,96.13,1038.93,No
CUST10950,Female,1,No,Yes,31,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,97.99,4948.98,Yes
CUST10951,Male,1,No,No,53,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,37.0,1096.7,No
CUST10952,Female,1,No,Yes,19,No,No phone service,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,101.9,4893.22,No
CUST10953,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),111.22,6610.6,No
CUST10954,Female,0,Yes,Yes,17,No,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),95.13,5696.16,No
CUST10955,Female,0,Yes,No,69,No,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),88.1,6746.86,No
CUST10956,Female,0,Yes,No,13,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.76,4433.0,Yes
CUST10957,Female,0,No,Yes,67,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,83.77,6648.65,Yes
CUST10958,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,83.09,7128.07,Yes
CUST10959,Male,1,Yes,Yes,37,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.51,2272.32,Yes
CUST10960,Male,1,No,No,57,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,31.28,7711.11,No
CUST10961,Female,1,Yes,No,40,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,63.4,8427.92,No
CUST10962,Female,0,Yes,No,5,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.08,6586.92,No
CUST10963,Male,1,No,Yes,3,No,Yes,No,Yes,No internet service,No,No,No,Yes,One year,Yes,Electronic check,98.13,8742.19,No
CUST10964,Male,0,Yes,Yes,71,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,55.43,601.21,No
CUST10965,Female,1,No,Yes,43,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,39.6,1368.65,Yes
CUST10966,Male,1,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.06,8127.31,No
CUST10967,Male,1,No,No,27,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,95.8,297.35,No
CUST10968,Female,1,No,No,6,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,88.52,5300.7,No
CUST10969,Male,0,Yes,Yes,8,No,Yes,No,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,108.31,2433.53,No
CUST10970,Female,0,Yes,No,66,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),51.15,4106.59,No
CUST10971,Male,1,Yes,No,52,No,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,69.44,3489.11,No
CUST10972,Male,0,Yes,Yes,19,No,No phone service,DSL,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,45.73,1710.51,Yes
CUST10973,Female,0,Yes,Yes,18,No,No phone service,DSL,No,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),97.34,5280.55,No
CUST10974,Male,1,Yes,No,15,No,Yes,No,No,No internet service,No,Yes,Yes,No,One year,No,Electronic check,62.01,1838.92,No
CUST10975,Female,0,No,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),62.83,3676.5,Yes
CUST10976,Male,1,Yes,No,5,No,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),101.47,6938.53,No
CUST10977,Female,0,Yes,Yes,53,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),92.99,6031.17,Yes
CUST10978,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),67.18,5853.17,No
CUST10979,Female,1,No,Yes,33,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),57.66,4512.0,No
CUST10980,Male,0,Yes,No,8,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,One year,No,Electronic check,88.84,1714.69,No
CUST10981,Male,1,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),114.24,4019.18,No
CUST10982,Female,1,Yes,No,32,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,62.46,4238.36,No
CUST10983,Female,1,No,No,59,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,23.9,1841.99,Yes
CUST10984,Male,0,Yes,Yes,18,Yes,No phone service,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),107.88,5421.72,No
CUST10985,Male,0,No,Yes,72,No,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),36.64,4628.04,No
CUST10986,Male,0,Yes,Yes,38,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.15,2957.7,Yes
CUST10987,Female,1,Yes,No,5,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Electronic check,102.95,1881.8,No
CUST10988,Female,1,Yes,Yes,22,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Electronic check,85.97,1298.4,No
CUST10989,Male,1,Yes,Yes,56,No,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),104.59,7928.5,No
CUST10990,Female,1,Yes,No,8,Yes,No phone service,No,Yes,Yes,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),45.98,8453.34,No
CUST10991,Female,1,Yes,Yes,9,No,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.58,7374.01,No
CUST10992,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,76.16,5354.36,No
CUST10993,Female,1,No,No,13,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),37.72,8655.75,No
CUST10994,Female,0,Yes,Yes,16,Yes,No,No,No,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,45.46,4216.35,Yes
CUST10995,Male,0,Yes,No,67,No,Yes,No,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,98.99,421.56,Yes
CUST10996,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),104.27,3374.73,Yes
CUST10997,Female,0,No,Yes,12,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),107.48,1628.04,No
CUST10998,Female,0,No,No,58,No,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Two year,No,Credit card (automatic),38.44,6230.07,No
CUST10999,Female,1,No,No,64,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),110.2,2677.8,No
CUST10000,Male,0,No,No,27,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),23.66,4454.46,No
CUST10001,Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),105.25,8939.03,No
CUST10002,Male,1,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No,Two year,No,Credit card (automatic),65.35,4298.58,No
CUST10003,Female,0,Yes,Yes,5,No,Yes,No,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),76.67,2284.17,No
CUST10004,Male,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Mailed check,93.93,556.76,No
CUST10005,Male,0,No,Yes,65,No,No,DSL,No,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,65.64,5991.51,No
CUST10006,Female,0,Yes,Yes,47,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,No,Electronic check,118.73,64.82,No
CUST10007,Female,0,Yes,No,69,Yes,No,DSL,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),106.76,7527.36,Yes
CUST10008,Female,1,Yes,Yes,13,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),41.34,2810.76,Yes
CUST10009,Male,1,Yes,Yes,44,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),87.04,5999.46,No
CUST10010,Female,1,No,No,39,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,67.54,4507.53,No
CUST10011,Male,0,No,No,29,No,No,DSL,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),56.11,5921.87,No
CUST10012,Female,1,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,55.17,497.54,No
CUST10013,Female,1,No,Yes,2,No,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,36.28,1787.05,Yes
CUST10014,Female,0,Yes,No,28,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.77,8041.52,No
CUST10015,Female,1,Yes,No,47,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,79.57,3769.48,Yes
CUST10016,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,99.83,5096.85,Yes
CUST10017,Female,1,No,No,48,No,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,48.88,4124.48,No
CUST10018,Male,1,No,No,6,No,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.38,8199.14,No
CUST10019,Female,0,Yes,Yes,23,No,No phone service,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.38,1811.24,No
CUST10020,Female,0,No,Yes,4,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.8,7553.41,No
CUST10021,Male,0,No,Yes,63,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,98.7,559.52,No
CUST10022,Male,0,Yes,No,4,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),80.29,7718.6,No
CUST10023,Female,0,No,No,48,No,Yes,DSL,Yes,Yes,No,No,No internet service,No,One year,No,Mailed check,115.49,8128.26,No
CUST10024,Male,0,Yes,Yes,69,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),48.84,7112.51,No
CUST10025,Male,0,No,No,14,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),117.31,2508.59,No
CUST10026,Male,0,No,Yes,58,No,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,75.56,1044.76,No
CUST10027,Female,1,No,Yes,20,Yes,No,No,Yes,No,No internet service,No,No internet service,No internet service,One year,No,Mailed check,65.48,4517.7,No
CUST10028,Male,0,No,Yes,8,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),107.49,5999.11,No
CUST10029,Female,1,Yes,Yes,46,No,Yes,No,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,35.79,7376.41,No
CUST10030,Female,1,No,Yes,40,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,66.2,4563.19,No
CUST10031,Male,1,Yes,No,55,No,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,32.55,4928.97,No
CUST10032,Female,1,No,Yes,47,No,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),81.32,8425.84,Yes
CUST10033,Male,0,No,Yes,61,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,24.25,449.06,No
CUST10034,Male,1,No,No,30,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.02,2884.1,No
CUST10035,Female,0,No,No,65,No,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),20.81,3954.71,No
CUST10036,Female,1,Yes,Yes,15,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,113.22,5762.81,No
CUST10037,Female,1,Yes,Yes,34,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,84.42,873.52,Yes
CUST10038,Female,1,Yes,Yes,48,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),102.28,7876.2,No
CUST10039,Female,1,Yes,Yes,30,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,No,Electronic check,55.81,2861.35,No
CUST10040,Male,1,Yes,Yes,53,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,One year,No,Credit card (automatic),44.4,1681.93,Yes
CUST10041,Female,0,Yes,Yes,22,No,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),37.32,5331.82,No
CUST10042,Female,0,No,No,16,No,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),73.12,1282.16,Yes
CUST10043,Female,0,Yes,No,13,No,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,46.66,2983.94,No
CUST10044,Female,0,Yes,Yes,47,No,Yes,No,Yes,No internet service,No internet service,No,No,No,Two year,No,Bank transfer (automatic),108.01,7759.52,No
CUST10045,Female,0,Yes,No,47,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),22.99,7108.37,No
CUST10046,Female,0,Yes,Yes,5,Yes,No phone service,No,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,28.46,2543.76,Yes
CUST10047,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.58,3789.06,Yes
CUST10048,Female,1,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,28.23,4579.03,No
CUST10049,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),102.8,5111.79,No
CUST10050,Male,0,No,No,60,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),20.4,2717.71,No
CUST10051,Female,1,No,Yes,30,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,85.17,4816.22,No
CUST10052,Female,0,No,Yes,4,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),65.55,6963.8,No
CUST10053,Female,0,No,No,66,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),97.27,6180.11,No
